Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,G,A1,A2,PTS,PRIMARY.PTS,PERC.TEAM.PTS,PERC.TEAM.PrPTS,Shots,Team.Shots,SH.PERC,PERC.TEAM.SHOTS
2017-18 | Regular Season,"Paquette-Bisson, Tobie",D,N,"Blainville-Boisbriand, Armada",1997-02-01,59,4,13,10,27,17,0.04,0.03,71,1734,0.06,0.04
2017-18 | Regular Season,"Roy, Hugo",F,N,"Sherbrooke, Phoenix",1997-08-08,64,21,16,10,47,37,0.08,0.08,146,1734,0.14,0.08
2017-18 | Regular Season,"Mongo, Yvan",F,N,"Drummondville, Voltigeurs",1997-03-11,58,18,20,9,47,38,0.06,0.07,170,1734,0.11,0.1
2017-18 | Regular Season,"Roy, Charlie",D,N,"Blainville-Boisbriand, Armada",1997-06-10,5,0,1,1,2,1,0,0,6,1734,0,0
2017-18 | Regular Season,"Boucher, Matthew",F,N,"Québec, Remparts",1997-12-17,66,31,22,15,68,53,0.11,0.12,280,1734,0.11,0.16
2017-18 | Regular Season,"Lalonde, Bradley",D,N,"Baie-Comeau, Drakkar",1997-08-01,60,13,26,18,57,39,0.1,0.09,203,1734,0.06,0.12
2017-18 | Regular Season,"Blier, Samuel",F,N,"Shawinigan, Cataractes",1997-06-13,57,11,7,7,25,18,0.05,0.05,96,1734,0.11,0.06
2017-18 | Regular Season,"Askew, Cameron",F,N,"Charlottetown, Islanders",1997-05-13,63,19,9,10,38,28,0.08,0.08,197,1734,0.1,0.11
2017-18 | Regular Season,"Barré-Boulet, Alex",F,N,"Blainville-Boisbriand, Armada",1997-05-21,65,53,37,26,116,90,0.16,0.17,295,1734,0.18,0.17
2017-18 | Regular Season,"Alain, Alexandre",F,N,"Blainville-Boisbriand, Armada",1997-03-03,65,44,23,20,87,67,0.12,0.13,251,1734,0.18,0.14
2017-18 | Regular Season,"Aquin, Pascal",F,N,"Charlottetown, Islanders",1997-07-03,59,24,14,5,43,38,0.08,0.1,162,1734,0.15,0.09
2017-18 | Regular Season,"Fortier, Maxime",F,N,"Halifax, Mooseheads",1997-12-15,61,32,33,10,75,65,0.11,0.12,265,1734,0.12,0.15
2017-18 | Regular Season,"Ford, Taylor",D,N,"Rouyn-Noranda, Huskies",1997-05-14,46,3,2,6,11,5,0.02,0.01,60,1734,0.05,0.03
2017-18 | Regular Season,"Moynihan, Connor",F,N,"Halifax, Mooseheads",1997-07-20,66,21,7,14,42,28,0.06,0.05,138,1734,0.15,0.08
2017-18 | Regular Season,"Holwell, Adam",D,N,"Acadie-Bathurst, Titan",1997-03-08,67,10,25,15,50,35,0.07,0.07,171,1734,0.06,0.1
2017-18 | Regular Season,"Bower, William",F,N,"Charlottetown, Islanders",1997-11-07,8,1,0,0,1,1,0,0,14,1734,0.07,0.01
2017-18 | Regular Season,"Olivier, Mathieu",F,N,"Sherbrooke, Phoenix",1997-02-11,67,27,13,9,49,40,0.08,0.09,223,1734,0.12,0.13
2017-18 | Regular Season,"Cormier, Lane",F,N,"Rouyn-Noranda, Huskies",1997-02-11,5,1,0,0,1,1,0,0,4,1734,0.25,0
2017-18 | Regular Season,"Lanoue, Vincent",D,N,"Victoriaville, Tigres",1997-08-17,66,7,13,27,47,20,0.06,0.04,127,1734,0.06,0.07
2017-18 | Regular Season,"Picco, Andrew",D,N,"Québec, Remparts",1997-04-02,56,1,3,6,10,4,0.02,0.01,37,1734,0.03,0.02
2017-18 | Regular Season,"Thompson, Will",D,N,"Gatineau, Olympiques",1997-07-02,60,2,16,8,26,18,0.04,0.04,102,1734,0.02,0.06
2017-18 | Regular Season,"Dove-McFalls, Samuel",F,N,"Rimouski, Océanic",1997-04-10,64,22,35,16,73,57,0.12,0.13,248,1734,0.09,0.14
2017-18 | Regular Season,"Webster, Bailey",D,N,"Saint John, Sea Dogs",1997-09-08,67,1,5,5,11,6,0.02,0.02,68,1734,0.01,0.04
2017-18 | Regular Season,"Phelan, James",F,N,"Moncton, Wildcats",1997-02-18,64,33,24,17,74,57,0.12,0.13,161,1734,0.2,0.09
2017-18 | Regular Season,"Welsh, Nicholas",D,N,"Moncton, Wildcats",1997-05-07,68,12,33,21,66,45,0.11,0.1,181,1734,0.07,0.1
2017-18 | Regular Season,"Harwell, Chase",F,N,"Victoriaville, Tigres",1997-01-11,67,21,8,15,44,29,0.06,0.06,176,1734,0.12,0.1
2017-18 | Regular Season,"Truchon-Viel, Jeffrey",F,N,"Acadie-Bathurst, Titan",1997-01-28,58,39,15,8,62,54,0.08,0.1,235,1734,0.17,0.14
2017-18 | Regular Season,"Henley, David",D,N,"Val-d'Or, Foreurs",1997-03-13,54,6,4,10,20,10,0.04,0.03,96,1734,0.06,0.06
2017-18 | Regular Season,"Galipeau, Olivier",D,N,"Acadie-Bathurst, Titan",1997-05-22,67,25,30,19,74,55,0.14,0.14,271,1734,0.09,0.16
2017-18 | Regular Season,"Fournier, Jordan Ty",F,N,"Cape Breton, Screaming Eagles",1997-04-04,67,17,9,7,33,26,0.05,0.06,179,1734,0.09,0.1
2017-18 | Regular Season,"Nadeau, Mathieu",F,N,"Rimouski, Océanic",1997-01-03,59,25,30,19,74,55,0.16,0.17,188,1734,0.13,0.11
2017-18 | Regular Season,"Maher, Jordan",F,N,"Acadie-Bathurst, Titan",1998-03-11,63,19,18,24,61,37,0.08,0.07,121,1734,0.16,0.07
2017-18 | Regular Season,"Francis, Elijah",D,N,"Acadie-Bathurst, Titan",1998-03-05,54,1,4,3,8,5,0.01,0.01,39,1734,0.03,0.02
2017-18 | Regular Season,"Boivin, Félix",D,N,"Victoriaville, Tigres",1998-03-11,68,10,8,11,29,18,0.04,0.03,153,1734,0.07,0.09
2017-18 | Regular Season,"Huntington, Jimmy",F,N,"Victoriaville, Tigres",1998-11-18,68,18,22,18,58,40,0.08,0.08,145,1734,0.12,0.08
2017-18 | Regular Season,"Beauchamp, Anthony",F,N,"Gatineau, Olympiques",1998-10-23,65,11,8,9,28,19,0.05,0.05,128,1734,0.09,0.07
2017-18 | Regular Season,"Chevrier, Simon",F,N,"Baie-Comeau, Drakkar",1997-05-19,58,5,9,12,26,14,0.04,0.03,91,1734,0.05,0.05
2017-18 | Regular Season,"Katerinakis, Alexander",F,N,"Blainville-Boisbriand, Armada",1998-04-25,51,13,18,9,40,31,0.06,0.06,97,1734,0.13,0.06
2017-18 | Regular Season,"Hylland, Tyler",F,N,"Cape Breton, Screaming Eagles",1998-04-21,57,12,11,5,28,23,0.04,0.05,102,1734,0.12,0.06
2017-18 | Regular Season,"Adams-Moisan, Morgan",F,N,"Drummondville, Voltigeurs",1997-02-06,68,32,22,7,61,54,0.08,0.1,180,1734,0.18,0.1
2017-18 | Regular Season,"Castonguay, Daven",D,N,"Drummondville, Voltigeurs",1998-05-21,57,1,6,3,10,7,0.01,0.01,51,1734,0.02,0.03
2017-18 | Regular Season,"King, Sam",F,N,"Charlottetown, Islanders",1998-05-11,68,10,10,6,26,20,0.05,0.05,114,1734,0.09,0.07
2017-18 | Regular Season,"Corbeil, Pascal",D,N,"Blainville-Boisbriand, Armada",1998-01-21,46,9,21,21,51,30,0.07,0.06,84,1734,0.11,0.05
2017-18 | Regular Season,"Beaudin, Jérémie",D,N,"Victoriaville, Tigres",1998-05-14,66,6,21,8,35,27,0.05,0.05,109,1734,0.06,0.06
2017-18 | Regular Season,"L'Italien, Samuel",F,N,"Acadie-Bathurst, Titan",1998-04-13,68,19,12,13,44,31,0.06,0.06,131,1734,0.15,0.08
2017-18 | Regular Season,"Martineau, Phélix",F,N,"Cape Breton, Screaming Eagles",1997-06-03,68,34,20,12,66,54,0.11,0.12,227,1734,0.15,0.13
2017-18 | Regular Season,"Balmas, Mitchell",F,N,"Acadie-Bathurst, Titan",1998-03-19,68,42,18,12,72,60,0.13,0.15,240,1734,0.18,0.14
2017-18 | Regular Season,"Guilbault, Samuel",F,N,"Shawinigan, Cataractes",1998-04-09,12,3,0,1,4,3,0.01,0.01,16,1734,0.19,0.01
2017-18 | Regular Season,"Smith, Andrew",D,N,"Victoriaville, Tigres",1998-03-18,62,2,4,5,11,6,0.01,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Getson, Keith",F,N,"Charlottetown, Islanders",1998-03-29,68,20,18,11,49,38,0.09,0.1,190,1734,0.11,0.11
2017-18 | Regular Season,"Wojcik, Anthony",F,N,"Québec, Remparts",1998-05-29,9,1,0,0,1,1,0,0,10,1734,0.1,0.01
2017-18 | Regular Season,"Bélanger, Jean-Simon",F,N,"Baie-Comeau, Drakkar",1998-03-03,27,3,3,1,7,6,0.01,0.01,40,1734,0.08,0.02
2017-18 | Regular Season,"Gagné, Benjamin",D,N,"Québec, Remparts",1998-10-22,66,10,12,16,38,22,0.06,0.05,165,1734,0.06,0.1
2017-18 | Regular Season,"Sévigny, Mathieu",F,N,"Victoriaville, Tigres",1998-03-12,41,13,11,6,30,24,0.04,0.05,104,1734,0.12,0.06
2017-18 | Regular Season,"Laberge, Pascal",F,N,"Québec, Remparts",1998-04-09,64,17,17,13,47,34,0.06,0.06,175,1734,0.1,0.1
2017-18 | Regular Season,"Landreville, Alexandre",F,N,"Gatineau, Olympiques",1997-04-24,68,12,11,14,37,23,0.07,0.06,91,1734,0.13,0.05
2017-18 | Regular Season,"Crossley, Brett",F,N,"Halifax, Mooseheads",1998-01-03,66,5,3,1,9,8,0.01,0.02,44,1734,0.11,0.03
2017-18 | Regular Season,"Dachyshyn, Barrett",F,N,"Halifax, Mooseheads",1998-10-05,52,1,2,0,3,3,0,0.01,43,1734,0.02,0.02
2017-18 | Regular Season,"Nauss, Morgan",D,N,"Chicoutimi, Saguenéens",1998-04-20,60,4,9,15,28,13,0.05,0.03,70,1734,0.06,0.04
2017-18 | Regular Season,"Corson, Noah",F,N,"Baie-Comeau, Drakkar",1998-03-17,10,2,1,1,4,3,0.01,0.01,20,1734,0.1,0.01
2017-18 | Regular Season,"Murphy, Liam",F,N,"Acadie-Bathurst, Titan",1998-01-20,65,20,15,3,38,35,0.05,0.07,148,1734,0.14,0.09
2017-18 | Regular Season,"Tesink, Marcus",D,N,"Saint John, Sea Dogs",1998-08-05,15,0,1,1,2,1,0,0,12,1734,0,0.01
2017-18 | Regular Season,"Duquette, Marc-Olivier",D,N,"Drummondville, Voltigeurs",1998-03-26,68,3,8,10,21,11,0.03,0.02,85,1734,0.04,0.05
2017-18 | Regular Season,"Sutton, Jesse",F,N,"Québec, Remparts",1998-03-28,68,22,14,10,46,36,0.08,0.08,117,1734,0.19,0.07
2017-18 | Regular Season,"Garneau, Olivier",F,N,"Québec, Remparts",1998-07-21,67,23,19,8,50,42,0.08,0.1,150,1734,0.15,0.09
2017-18 | Regular Season,"Demers, Pierre-Olivier",D,N,"Victoriaville, Tigres",1998-03-21,11,0,0,0,0,0,0,0,6,1734,0,0
2017-18 | Regular Season,"Fortin, Louis-Philip",D,N,"Acadie-Bathurst, Titan",1998-01-24,13,0,0,0,0,0,0,0,21,1734,0,0.01
2017-18 | Regular Season,"MacDougall, Ross",D,N,"Cape Breton, Screaming Eagles",1997-03-06,42,7,18,6,31,25,0.05,0.06,76,1734,0.09,0.04
2017-18 | Regular Season,"Cormier, Dominic",D,N,"Rimouski, Océanic",1998-01-02,66,9,16,22,47,25,0.06,0.05,148,1734,0.06,0.09
2017-18 | Regular Season,"Neveu, Jacob",D,N,"Rouyn-Noranda, Huskies",1998-01-12,67,5,5,8,18,10,0.03,0.02,60,1734,0.08,0.03
2017-18 | Regular Season,"Lauzon, Zachary",D,N,"Rouyn-Noranda, Huskies",1998-10-10,25,0,1,3,4,1,0.01,0,38,1734,0,0.02
2017-18 | Regular Season,"Abbandonato, Peter",F,N,"Rouyn-Noranda, Huskies",1998-03-25,68,27,37,11,75,64,0.12,0.14,176,1734,0.15,0.1
2017-18 | Regular Season,"Boucher, Mathieu",F,N,"Rouyn-Noranda, Huskies",1997-04-19,66,33,17,13,63,50,0.1,0.11,186,1734,0.18,0.11
2017-18 | Regular Season,"Green, Luke",D,N,"Sherbrooke, Phoenix",1998-01-12,14,5,1,9,15,6,0.02,0.01,28,1734,0.18,0.02
2017-18 | Regular Season,"Tessier, Julien",F,N,"Moncton, Wildcats",1998-04-01,67,21,25,8,54,46,0.09,0.1,155,1734,0.14,0.09
2017-18 | Regular Season,"Green, Matt",F,N,"Saint John, Sea Dogs",1998-01-12,34,5,2,3,10,7,0.02,0.02,55,1734,0.09,0.03
2017-18 | Regular Season,"Smith, Declan",F,N,"Cape Breton, Screaming Eagles",1998-05-07,65,17,15,6,38,32,0.06,0.07,113,1734,0.15,0.07
2017-18 | Regular Season,"Ward, Kyle",F,N,"Rouyn-Noranda, Huskies",1997-12-29,8,2,0,0,2,2,0,0,12,1734,0.17,0.01
2017-18 | Regular Season,"Girard, Samuel",D,N,"Shawinigan, Cataractes",1998-05-12,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Sylvestre, Gabriel",D,N,"Moncton, Wildcats",1998-01-22,60,8,6,5,19,14,0.03,0.03,72,1734,0.11,0.04
2017-18 | Regular Season,"Asselin, Samuel",F,N,"Acadie-Bathurst, Titan",1998-07-01,48,13,15,14,42,28,0.09,0.08,141,1734,0.09,0.08
2017-18 | Regular Season,"Paré, Justin",F,N,"Victoriaville, Tigres",1998-01-31,31,4,1,7,12,5,0.02,0.01,14,1734,0.29,0.01
2017-18 | Regular Season,"Grégoire, Thomas",D,N,"Sherbrooke, Phoenix",1998-07-15,67,12,41,16,69,53,0.11,0.12,248,1734,0.05,0.14
2017-18 | Regular Season,"Poulin, Nicolas",F,N,"Sherbrooke, Phoenix",1997-07-24,64,35,19,11,65,54,0.11,0.12,259,1734,0.14,0.15
2017-18 | Regular Season,"Gilbert, Kevin",F,N,"Sherbrooke, Phoenix",1998-03-24,57,11,12,2,25,23,0.04,0.05,114,1734,0.1,0.07
2017-18 | Regular Season,"Bilodeau, Gabriel",D,N,"Gatineau, Olympiques",1998-06-04,66,8,7,20,35,15,0.06,0.04,100,1734,0.08,0.06
2017-18 | Regular Season,"Higgins, Tyler",D,N,"Gatineau, Olympiques",1998-08-02,51,0,3,6,9,3,0.02,0.01,40,1734,0,0.02
2017-18 | Regular Season,"Desjardins, Olivier",D,N,"Charlottetown, Islanders",1997-05-31,66,4,3,6,13,7,0.02,0.02,93,1734,0.04,0.05
2017-18 | Regular Season,"Dion, Yan",F,N,"Val-d'Or, Foreurs",1998-05-05,64,10,10,6,26,20,0.06,0.06,86,1734,0.12,0.05
2017-18 | Regular Season,"Lauzon, Félix",F,N,"Victoriaville, Tigres",1998-04-30,38,11,12,8,31,23,0.04,0.04,77,1734,0.14,0.04
2017-18 | Regular Season,"Breton, Alex",D,N,"Gatineau, Olympiques",1997-07-05,59,10,24,5,39,34,0.07,0.08,143,1734,0.07,0.08
2017-18 | Regular Season,"Bertrand, Yannik",F,N,"Rimouski, Océanic",1997-11-12,24,8,1,4,13,9,0.02,0.02,49,1734,0.16,0.03
2017-18 | Regular Season,"Marsh, Adam",F,N,"Charlottetown, Islanders",1997-08-22,19,6,5,4,15,11,0.03,0.03,54,1734,0.11,0.03
2017-18 | Regular Season,"Theede, Dawson",F,N,"Acadie-Bathurst, Titan",1997-04-15,49,22,20,2,44,42,0.08,0.1,130,1734,0.17,0.07
2017-18 | Regular Season,"Morand, Antoine",F,N,"Acadie-Bathurst, Titan",1999-02-18,66,26,32,18,76,58,0.1,0.11,188,1734,0.14,0.11
2017-18 | Regular Season,"Gravel, Jérôme",D,N,"Victoriaville, Tigres",1999-08-27,64,7,8,9,24,15,0.03,0.03,65,1734,0.11,0.04
2017-18 | Regular Season,"Ryczek, Jake",D,N,"Halifax, Mooseheads",1998-03-19,33,7,10,10,27,17,0.04,0.03,75,1734,0.09,0.04
2017-18 | Regular Season,"LeCouffe, Marc-André",F,N,"Acadie-Bathurst, Titan",1999-06-15,40,3,2,3,8,5,0.01,0.01,27,1734,0.11,0.02
2017-18 | Regular Season,"Aucoin, Yan",D,N,"Baie-Comeau, Drakkar",1999-08-01,62,3,7,7,17,10,0.03,0.02,77,1734,0.04,0.04
2017-18 | Regular Season,"Capannelli, Adam",F,N,"Moncton, Wildcats",1999-05-17,42,3,10,10,23,13,0.04,0.03,54,1734,0.06,0.03
2017-18 | Regular Season,"Benoit, Christopher",F,N,"Baie-Comeau, Drakkar",1999-05-31,68,7,5,4,16,12,0.03,0.03,83,1734,0.08,0.05
2017-18 | Regular Season,"Girard, Antoine",F,N,"Baie-Comeau, Drakkar",1998-09-22,50,4,6,5,15,10,0.03,0.02,79,1734,0.05,0.05
2017-18 | Regular Season,"Tardif, Louis Jr",D,N,"Baie-Comeau, Drakkar",1999-02-11,68,1,0,3,4,1,0.01,0,27,1734,0.04,0.02
2017-18 | Regular Season,"Martel, Jordan",F,N,"Baie-Comeau, Drakkar",1998-02-24,66,39,24,14,77,63,0.13,0.15,228,1734,0.17,0.13
2017-18 | Regular Season,"Gallo-Demetris, Isaiah",F,N,"Baie-Comeau, Drakkar",1999-03-09,50,8,6,2,16,14,0.03,0.03,46,1734,0.17,0.03
2017-18 | Regular Season,"Crête-Belzile, Antoine",D,N,"Blainville-Boisbriand, Armada",1999-08-19,51,3,3,4,10,6,0.01,0.01,42,1734,0.07,0.02
2017-18 | Regular Season,"Teasdale, Joël",F,N,"Blainville-Boisbriand, Armada",1999-03-11,65,32,22,11,65,54,0.09,0.1,198,1734,0.16,0.11
2017-18 | Regular Season,"Poulin, Anthony",F,N,"Blainville-Boisbriand, Armada",1999-08-26,40,8,6,5,19,14,0.03,0.03,40,1734,0.2,0.02
2017-18 | Regular Season,"Boucher, Anthony",F,N,"Saint John, Sea Dogs",1998-06-25,68,16,11,11,38,27,0.08,0.08,142,1734,0.11,0.08
2017-18 | Regular Season,"Miller, Shaun",F,N,"Blainville-Boisbriand, Armada",1999-06-04,47,6,13,8,27,19,0.04,0.04,87,1734,0.07,0.05
2017-18 | Regular Season,"Ethier, Thomas",F,Y,"Blainville-Boisbriand, Armada",1999-10-12,65,15,9,9,33,24,0.05,0.05,127,1734,0.12,0.07
2017-18 | Regular Season,"Kemp, Michael",D,N,"Blainville-Boisbriand, Armada",1998-03-03,46,7,4,0,11,11,0.02,0.02,48,1734,0.15,0.03
2017-18 | Regular Season,"Anglehart, Rémy",F,N,"Blainville-Boisbriand, Armada",1999-06-19,58,18,9,5,32,27,0.04,0.05,80,1734,0.22,0.05
2017-18 | Regular Season,"Hoyt, Peyton",F,N,"Cape Breton, Screaming Eagles",1999-02-18,52,18,5,1,24,23,0.04,0.05,103,1734,0.17,0.06
2017-18 | Regular Season,"Roy, Sacha",D,N,"Cape Breton, Screaming Eagles",1999-04-05,55,3,2,5,10,5,0.02,0.01,53,1734,0.06,0.03
2017-18 | Regular Season,"Sansfaçon, Alexis",D,N,"Blainville-Boisbriand, Armada",1999-03-09,60,0,4,6,10,4,0.01,0.01,52,1734,0,0.03
2017-18 | Regular Season,"Batherson, Drake",F,N,"Blainville-Boisbriand, Armada",1998-04-27,51,29,30,18,77,59,0.11,0.11,166,1734,0.17,0.1
2017-18 | Regular Season,"Boudrias, Shawn",F,N,"Gatineau, Olympiques",1999-09-14,60,28,17,15,60,45,0.11,0.11,195,1734,0.14,0.11
2017-18 | Regular Season,"Joseph, Pierre-Olivier",D,N,"Charlottetown, Islanders",1999-07-01,63,13,20,13,46,33,0.09,0.08,150,1734,0.09,0.09
2017-18 | Regular Season,"Grouchy, Matthew",F,Y,"Charlottetown, Islanders",1999-11-19,63,17,10,7,34,27,0.06,0.07,96,1734,0.18,0.06
2017-18 | Regular Season,"Groleau, Jérémy",D,Y,"Chicoutimi, Saguenéens",1999-10-25,63,4,6,5,15,10,0.03,0.03,96,1734,0.04,0.06
2017-18 | Regular Season,"MacIsaac, Keenan",D,N,"Acadie-Bathurst, Titan",1999-04-01,68,3,13,14,30,16,0.04,0.03,109,1734,0.03,0.06
2017-18 | Regular Season,"Guay, Nicolas",F,N,"Drummondville, Voltigeurs",1999-06-18,68,29,22,4,55,51,0.08,0.1,227,1734,0.13,0.13
2017-18 | Regular Season,"Noël, David",D,N,"Val-d'Or, Foreurs",1999-04-10,68,14,15,17,46,29,0.1,0.09,191,1734,0.07,0.11
2017-18 | Regular Season,"Lavigne, Zachary",F,N,"Chicoutimi, Saguenéens",1998-11-10,44,12,9,8,29,21,0.06,0.06,91,1734,0.13,0.05
2017-18 | Regular Season,"Desgroseilliers, Nicolas",F,N,"Drummondville, Voltigeurs",1998-05-26,22,4,1,0,5,5,0.01,0.01,32,1734,0.12,0.02
2017-18 | Regular Season,"Tremblay-Lapalme, Vincent",F,N,"Chicoutimi, Saguenéens",1999-03-15,64,9,10,4,23,19,0.04,0.05,115,1734,0.08,0.07
2017-18 | Regular Season,"Gagné, Marc-Antoine",F,N,"Chicoutimi, Saguenéens",1999-01-21,15,1,1,0,2,2,0,0.01,11,1734,0.09,0.01
2017-18 | Regular Season,"Gaboury-Potvin, Alexis",F,N,"Chicoutimi, Saguenéens",1999-03-10,28,2,1,3,6,3,0.01,0.01,23,1734,0.09,0.01
2017-18 | Regular Season,"Poirier, William",F,Y,"Saint John, Sea Dogs",1999-11-13,65,9,5,6,20,14,0.04,0.04,107,1734,0.08,0.06
2017-18 | Regular Season,"Beaudin, Nicolas",D,Y,"Drummondville, Voltigeurs",1999-10-07,68,12,20,37,69,32,0.09,0.06,151,1734,0.08,0.09
2017-18 | Regular Season,"Gaumond, Samuel",F,N,"Rimouski, Océanic",1999-02-01,11,0,0,1,1,0,0,0,9,1734,0,0.01
2017-18 | Regular Season,"Côté, Jérémy",F,N,"Victoriaville, Tigres",1999-05-03,52,2,6,3,11,8,0.01,0.02,28,1734,0.07,0.02
2017-18 | Regular Season,"Gagnon, Anthony",F,N,"Gatineau, Olympiques",1999-02-22,67,10,5,8,23,15,0.04,0.04,133,1734,0.08,0.08
2017-18 | Regular Season,"Joly, D'Artagnan",F,N,"Baie-Comeau, Drakkar",1999-04-07,55,23,33,12,68,56,0.12,0.13,148,1734,0.16,0.09
2017-18 | Regular Season,"Durocher, Jeffrey",F,N,"Gatineau, Olympiques",1999-01-13,63,13,5,18,36,18,0.06,0.04,88,1734,0.15,0.05
2017-18 | Regular Season,"Paradis, Joakim",D,N,"Baie-Comeau, Drakkar",1999-07-27,43,3,2,5,10,5,0.02,0.01,30,1734,0.1,0.02
2017-18 | Regular Season,"Basque, William",F,N,"Gatineau, Olympiques",1999-04-10,33,2,3,1,6,5,0.01,0.01,26,1734,0.08,0.01
2017-18 | Regular Season,"Milot-Ouellet, Vincent",F,N,"Chicoutimi, Saguenéens",1998-11-06,68,6,6,6,18,12,0.03,0.03,90,1734,0.07,0.05
2017-18 | Regular Season,"Lacombe, Pier-Olivier",D,N,"Gatineau, Olympiques",1999-07-24,65,11,15,8,34,26,0.06,0.06,142,1734,0.08,0.08
2017-18 | Regular Season,"Durandeau, Arnaud",F,N,"Halifax, Mooseheads",1999-01-14,67,20,21,12,53,41,0.07,0.08,164,1734,0.12,0.09
2017-18 | Regular Season,"Flower, Walter",D,N,"Halifax, Mooseheads",1999-05-07,43,3,4,7,14,7,0.02,0.01,21,1734,0.14,0.01
2017-18 | Regular Season,"Lepage, Jordan",D,N,"Halifax, Mooseheads",1999-05-07,47,2,7,1,10,9,0.02,0.02,52,1734,0.04,0.03
2017-18 | Regular Season,"Charlebois, Mathieu",D,N,"Gatineau, Olympiques",1999-02-14,61,0,2,2,4,2,0.01,0,45,1734,0,0.03
2017-18 | Regular Season,"Bishop, Joel",F,N,"Halifax, Mooseheads",1999-05-07,53,6,6,5,17,12,0.02,0.02,69,1734,0.09,0.04
