Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,G,A1,A2,PTS,PRIMARY.PTS,PERC.TEAM.PTS,PERC.TEAM.PrPTS,Shots,Team.Shots,SH.PERC,PERC.TEAM.SHOTS
2017-18 | Regular Season,"Koltygin, Pavel",F,N,"Drummondville, Voltigeurs",1999-02-17,64,17,14,11,42,31,0.06,0.06,111,1734,0.15,0.06
2017-18 | Regular Season,"Alexeyev, Yaroslav",F,N,"Sherbrooke, Phoenix",1999-01-17,63,20,16,17,53,36,0.09,0.08,152,1734,0.13,0.09
2017-18 | Regular Season,"Kurashev, Philipp",F,Y,"Québec, Remparts",1999-10-12,59,19,22,19,60,41,0.1,0.09,189,1734,0.1,0.11
2017-18 | Regular Season,"Kosorenkov, Ivan",F,N,"Victoriaville, Tigres",1998-01-22,63,36,25,21,82,61,0.11,0.12,174,1734,0.21,0.1
2017-18 | Regular Season,"Rubtsov, German",F,N,"Acadie-Bathurst, Titan",1998-06-27,49,15,13,15,43,28,0.08,0.07,104,1734,0.14,0.06
2017-18 | Regular Season,"Vesterinen, Saku",D,N,"Charlottetown, Islanders",1999-02-28,59,7,12,16,35,19,0.06,0.05,116,1734,0.06,0.07
2017-18 | Regular Season,"Mikhnin, Denis",F,N,"Rimouski, Océanic",1999-07-11,64,15,13,11,39,28,0.06,0.06,146,1734,0.1,0.08
2017-18 | Regular Season,"Glotov, Vasily",F,N,"Shawinigan, Cataractes",1997-09-04,64,29,5,9,43,34,0.09,0.1,209,1734,0.14,0.12
2017-18 | Regular Season,"Le Coultre, Simon",D,N,"Moncton, Wildcats",1999-08-09,61,3,11,8,22,14,0.04,0.03,123,1734,0.02,0.07
2017-18 | Regular Season,"Kozlov, Ivan",F,N,"Val-d'Or, Foreurs",1999-03-26,66,17,12,7,36,29,0.08,0.09,133,1734,0.13,0.08
2017-18 | Regular Season,"Drozg, Jan",F,N,"Shawinigan, Cataractes",1999-04-01,61,16,22,12,50,38,0.1,0.11,121,1734,0.13,0.07
2017-18 | Regular Season,"Zachar, Marek",F,N,"Sherbrooke, Phoenix",1998-06-11,57,24,7,17,48,31,0.08,0.07,180,1734,0.13,0.1
2017-18 | Regular Season,"Gawanke, Leon",D,N,"Cape Breton, Screaming Eagles",1999-05-31,62,4,17,11,32,21,0.05,0.05,179,1734,0.02,0.1
2017-18 | Regular Season,"Mizyurin, Maxim",F,N,"Val-d'Or, Foreurs",1998-03-25,36,16,10,7,33,26,0.07,0.08,84,1734,0.19,0.05
2017-18 | Regular Season,"Smith, Tyler",D,N,"Saint John, Sea Dogs",1999-08-26,55,0,3,1,4,3,0.01,0.01,20,1734,0,0.01
2017-18 | Regular Season,"Robert, Félix",F,N,"Sherbrooke, Phoenix",1999-07-24,66,14,16,16,46,30,0.08,0.07,140,1734,0.1,0.08
2017-18 | Regular Season,"Kielb, Darien",D,N,"Gatineau, Olympiques",1999-03-18,64,5,5,7,17,10,0.03,0.02,76,1734,0.07,0.04
2017-18 | Regular Season,"Senken, Connor",D,Y,"Sherbrooke, Phoenix",1999-10-31,51,1,4,1,6,5,0.01,0.01,55,1734,0.02,0.03
2017-18 | Regular Season,"Michel, Bryson",D,Y,"Saint John, Sea Dogs",1999-09-27,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Roy, Charles-Antoine",F,N,"Gatineau, Olympiques",1999-02-18,66,10,7,4,21,17,0.04,0.04,62,1734,0.16,0.04
2017-18 | Regular Season,"Malo, Alec",F,N,"Gatineau, Olympiques",1999-07-30,60,7,1,5,13,8,0.02,0.02,51,1734,0.14,0.03
2017-18 | Regular Season,"Monette, Simon",D,N,"Chicoutimi, Saguenéens",1999-08-12,52,0,2,1,3,2,0.01,0.01,33,1734,0,0.02
2017-18 | Regular Season,"Denis, Louis-Philippe",F,N,"Rimouski, Océanic",1998-12-29,50,2,5,0,7,7,0.01,0.02,59,1734,0.03,0.03
2017-18 | Regular Season,"O'Bonsawin, Ryan",D,N,"Gatineau, Olympiques",1999-03-13,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Arsenault, Jacob",D,N,"Moncton, Wildcats",1999-04-13,60,1,0,3,4,1,0.01,0,25,1734,0.04,0.01
2017-18 | Regular Season,"DaSilva, Ryan",D,N,"Blainville-Boisbriand, Armada",1998-03-26,54,6,8,5,19,14,0.03,0.03,78,1734,0.08,0.04
2017-18 | Regular Season,"Cavalleri, Marco",F,N,"Victoriaville, Tigres",1999-09-05,37,2,3,0,5,5,0.01,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Hatto, Samuel",F,Y,"Gatineau, Olympiques",1999-10-23,66,8,1,4,13,9,0.02,0.02,45,1734,0.18,0.03
2017-18 | Regular Season,"Hardie, Daniel",F,N,"Charlottetown, Islanders",1998-06-11,68,25,15,13,53,40,0.1,0.1,196,1734,0.13,0.11
2017-18 | Regular Season,"Drew, Hunter",D,N,"Charlottetown, Islanders",1998-10-21,64,8,11,20,39,19,0.07,0.05,188,1734,0.04,0.11
2017-18 | Regular Season,"Stewart, Chase",D,N,"Rimouski, Océanic",1997-04-19,53,5,12,12,29,17,0.05,0.04,108,1734,0.05,0.06
2017-18 | Regular Season,"MacLeod, Gregor",F,N,"Charlottetown, Islanders",1998-06-07,54,19,16,10,45,35,0.08,0.09,128,1734,0.15,0.07
2017-18 | Regular Season,"Quinney, Landon",F,N,"Saint John, Sea Dogs",1998-04-27,27,2,2,1,5,4,0.01,0.01,29,1734,0.07,0.02
2017-18 | Regular Season,"Dickner, Samuel",F,Y,"Baie-Comeau, Drakkar",1999-12-10,54,4,4,0,8,8,0.01,0.02,69,1734,0.06,0.04
2017-18 | Regular Season,"Lynch, Robert",F,N,"Drummondville, Voltigeurs",1998-06-16,67,28,28,11,67,56,0.09,0.11,198,1734,0.14,0.11
2017-18 | Regular Season,"Blackmore, G",F,N,"Moncton, Wildcats",1999-09-13,56,3,5,4,12,8,0.02,0.02,42,1734,0.07,0.02
2017-18 | Regular Season,"Lazure, Justin",F,N,"Cape Breton, Screaming Eagles",1999-02-05,46,2,1,0,3,3,0,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Lafrenière, Alexis",F,N,"Rimouski, Océanic",2001-10-11,60,42,23,15,80,65,0.13,0.15,205,1734,0.2,0.12
2017-18 | Regular Season,"Poulin, Samuel",F,N,"Sherbrooke, Phoenix",2001-02-25,55,16,20,9,45,36,0.07,0.08,169,1734,0.09,0.1
2017-18 | Regular Season,"Pelletier, Jakob",F,N,"Moncton, Wildcats",2001-03-07,60,23,19,19,61,42,0.1,0.09,160,1734,0.14,0.09
2017-18 | Regular Season,"Parent, Xavier",F,N,"Halifax, Mooseheads",2001-03-23,63,13,9,7,29,22,0.04,0.04,118,1734,0.11,0.07
2017-18 | Regular Season,"Guenette, Maxence",D,N,"Val-d'Or, Foreurs",2001-04-28,61,1,7,4,12,8,0.03,0.02,77,1734,0.01,0.04
2017-18 | Regular Season,"Légaré, Nathan",F,N,"Baie-Comeau, Drakkar",2001-01-11,62,10,9,10,29,19,0.05,0.04,95,1734,0.11,0.05
2017-18 | Regular Season,"Merisier-Ortiz, Christopher",D,N,"Baie-Comeau, Drakkar",2001-01-17,62,2,6,7,15,8,0.03,0.02,25,1734,0.08,0.01
2017-18 | Regular Season,"Mercer, Dawson",F,N,"Drummondville, Voltigeurs",2001-10-27,61,11,8,7,26,19,0.04,0.04,98,1734,0.11,0.06
2017-18 | Regular Season,"Simoneau, Xavier",F,N,"Drummondville, Voltigeurs",2001-05-19,61,17,13,15,45,30,0.06,0.06,119,1734,0.14,0.07
2017-18 | Regular Season,"Inniss, Christopher",D,N,"Rimouski, Océanic",2001-01-22,52,1,1,3,5,2,0.01,0,26,1734,0.04,0.01
2017-18 | Regular Season,"Peach, Bailey",F,N,"Sherbrooke, Phoenix",2001-03-08,49,3,2,2,7,5,0.01,0.01,47,1734,0.06,0.03
2017-18 | Regular Season,"Bizier, Mathieu",F,N,"Rimouski, Océanic",2001-05-13,64,10,10,4,24,20,0.04,0.04,74,1734,0.14,0.04
2017-18 | Regular Season,"Barron, Justin",D,N,"Halifax, Mooseheads",2001-11-15,51,2,12,7,21,14,0.03,0.03,55,1734,0.04,0.03
2017-18 | Regular Season,"Laaouan, Noah",D,N,"Cape Breton, Screaming Eagles",2001-03-07,49,2,4,8,14,6,0.02,0.01,45,1734,0.04,0.03
2017-18 | Regular Season,"Kalmikov, Brooklyn",F,N,"Cape Breton, Screaming Eagles",2001-04-21,58,18,8,10,36,26,0.06,0.06,105,1734,0.17,0.06
2017-18 | Regular Season,"Bellamy, Jaxon",D,N,"Moncton, Wildcats",2001-01-22,52,4,1,5,10,5,0.02,0.01,46,1734,0.09,0.03
2017-18 | Regular Season,"Michel, Jérémy",F,N,"Val-d'Or, Foreurs",2001-05-02,65,6,9,8,23,15,0.05,0.05,70,1734,0.09,0.04
2017-18 | Regular Season,"Dubé, Pierrick",F,N,"Québec, Remparts",2001-01-07,39,3,0,1,4,3,0.01,0.01,32,1734,0.09,0.02
2017-18 | Regular Season,"Pelletier, Thomas",D,N,"Drummondville, Voltigeurs",2001-08-23,42,2,4,3,9,6,0.01,0.01,32,1734,0.06,0.02
2017-18 | Regular Season,"Francis, Ryan",F,N,"Cape Breton, Screaming Eagles",2001-12-02,58,11,9,14,34,20,0.05,0.04,94,1734,0.12,0.05
2017-18 | Regular Season,"Beaucage, Alex",F,N,"Rouyn-Noranda, Huskies",2001-07-25,56,13,8,16,37,21,0.06,0.05,133,1734,0.1,0.08
2017-18 | Regular Season,"Budgell, Brett",F,N,"Charlottetown, Islanders",2001-06-01,32,10,8,4,22,18,0.04,0.05,63,1734,0.16,0.04
2017-18 | Regular Season,"Gallant, Carson",D,N,"Gatineau, Olympiques",2001-01-11,24,0,0,1,1,0,0,0,7,1734,0,0
2017-18 | Regular Season,"Martin, Jérémy",F,N,"Shawinigan, Cataractes",2001-02-15,34,4,0,3,7,4,0.01,0.01,35,1734,0.11,0.02
2017-18 | Regular Season,"Desroches, Olivier",D,N,"Acadie-Bathurst, Titan",2001-03-27,55,0,4,6,10,4,0.02,0.01,25,1734,0,0.01
2017-18 | Regular Season,"Chisholm, Logan",F,N,"Acadie-Bathurst, Titan",2001-08-08,51,5,1,5,11,6,0.02,0.01,31,1734,0.16,0.02
2017-18 | Regular Season,"Allepot, Anthony",D,N,"Val-d'Or, Foreurs",2001-04-27,58,0,1,4,5,1,0.01,0,26,1734,0,0.01
2017-18 | Regular Season,"Bernard, Jacob",D,N,"Rimouski, Océanic",2001-02-20,17,0,2,0,2,2,0,0,9,1734,0,0.01
2017-18 | Regular Season,"Belley-Pelletier, Gabriel",D,N,"Shawinigan, Cataractes",2001-05-30,1,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Stewart, Cole",F,N,"Halifax, Mooseheads",2001-08-01,6,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Cormier, Xavier",F,N,"Québec, Remparts",2001-05-30,1,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Horvath, Jason",D,Y,"Shawinigan, Cataractes",2000-03-24,48,3,9,4,16,12,0.03,0.03,31,1734,0.1,0.02
2017-18 | Regular Season,"Montreuil, Gabriel",F,N,"Québec, Remparts",2001-03-09,2,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Sibley, Brendan",D,N,"Saint John, Sea Dogs",2001-04-26,30,1,1,2,4,2,0.01,0.01,8,1734,0.12,0
2017-18 | Regular Season,"Joncas, Alexandre",D,N,"Sherbrooke, Phoenix",2001-03-22,68,1,5,9,15,6,0.02,0.01,44,1734,0.02,0.03
2017-18 | Regular Season,"Soucy, Ludovic",F,N,"Rimouski, Océanic",2001-03-23,40,4,2,3,9,6,0.01,0.01,47,1734,0.09,0.03
2017-18 | Regular Season,"MacIntosh, Aiden",F,N,"Saint John, Sea Dogs",2001-04-05,29,4,2,2,8,6,0.02,0.02,17,1734,0.24,0.01
2017-18 | Regular Season,"Melançon, Max-Antoine",F,N,"Shawinigan, Cataractes",2001-03-19,22,3,1,2,6,4,0.01,0.01,20,1734,0.15,0.01
2017-18 | Regular Season,"Boulianne, Mathieu",F,N,"Shawinigan, Cataractes",2001-03-26,24,1,4,1,6,5,0.01,0.01,26,1734,0.04,0.01
2017-18 | Regular Season,"Boissonneault, Mathieu",F,Y,"Blainville-Boisbriand, Armada",2000-04-16,56,3,6,0,9,9,0.01,0.02,30,1734,0.1,0.02
2017-18 | Regular Season,"Petten, Kyle",F,N,"Halifax, Mooseheads",2001-01-10,44,2,2,2,6,4,0.01,0.01,16,1734,0.12,0.01
2017-18 | Regular Season,"Hébert, Jérémie",D,N,"Baie-Comeau, Drakkar",2001-11-19,30,0,0,2,2,0,0,0,12,1734,0,0.01
2017-18 | Regular Season,"Nault-Daigle, Ludovick",F,N,"Shawinigan, Cataractes",2001-10-03,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Fraser, Cole",F,N,"Blainville-Boisbriand, Armada",2001-01-24,2,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Tremblay, Charles",F,N,"Chicoutimi, Saguenéens",2000-10-17,24,0,2,1,3,2,0.01,0.01,22,1734,0,0.01
2017-18 | Regular Season,"Virtue, Braeden",D,N,"Québec, Remparts",2001-01-22,27,0,0,3,3,0,0.01,0,19,1734,0,0.01
2017-18 | Regular Season,"Wilson, Luke",F,N,"Saint John, Sea Dogs",2001-03-01,38,5,2,1,8,7,0.02,0.02,46,1734,0.11,0.03
2017-18 | Regular Season,"DeGagné, Alex",D,Y,"Shawinigan, Cataractes",2000-02-15,50,0,7,3,10,7,0.02,0.02,44,1734,0,0.03
2017-18 | Regular Season,"Hart, Gavin",F,N,"Halifax, Mooseheads",2001-05-10,2,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Bennett, Zachery",D,Y,"Acadie-Bathurst, Titan",2000-07-02,9,0,1,0,1,1,0,0,1,1734,0,0
2017-18 | Regular Season,"Dion, Benjamin",F,N,"Val-d'Or, Foreurs",2001-04-04,59,2,2,2,6,4,0.01,0.01,35,1734,0.06,0.02
2017-18 | Regular Season,"Lavoie, Jean-Mathieu",D,N,"Sherbrooke, Phoenix",1998-09-10,5,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Lafond, Jérôme",D,Y,"Shawinigan, Cataractes",2000-08-20,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Beaudoin, Tommy",F,N,"Rouyn-Noranda, Huskies",1999-03-15,66,18,6,6,30,24,0.05,0.05,127,1734,0.14,0.07
2017-18 | Regular Season,"Maurovic, Dallas",F,N,"Chicoutimi, Saguenéens",1999-04-30,4,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Gladu, Zachary",F,N,"Val-d'Or, Foreurs",1998-01-20,17,1,1,0,2,2,0,0.01,15,1734,0.07,0.01
2017-18 | Regular Season,"Kurbatov, Egor",F,N,"Victoriaville, Tigres",1999-05-17,18,1,0,0,1,1,0,0,14,1734,0.07,0.01
2017-18 | Regular Season,"Wieringa, Jack",D,N,"Moncton, Wildcats",1998-03-27,16,0,0,1,1,0,0,0,4,1734,0,0
2017-18 | Regular Season,"Kuzmin, Daniil",F,N,"Moncton, Wildcats",1999-05-20,48,2,4,3,9,6,0.01,0.01,47,1734,0.04,0.03
2017-18 | Regular Season,"Dunn, Sam",D,N,"Québec, Remparts",1998-03-11,66,7,14,11,32,21,0.05,0.05,73,1734,0.1,0.04
2017-18 | Regular Season,"Khovanov, Alexander",F,Y,"Moncton, Wildcats",2000-04-12,29,9,9,10,28,18,0.04,0.04,67,1734,0.13,0.04
2017-18 | Regular Season,"Zavgorodniy, Dmitry",F,Y,"Rimouski, Océanic",2000-08-11,62,26,13,8,47,39,0.08,0.09,146,1734,0.18,0.08
2017-18 | Regular Season,"Zadina, Filip",F,Y,"Halifax, Mooseheads",1999-11-27,57,44,20,18,82,64,0.12,0.12,234,1734,0.19,0.13
2017-18 | Regular Season,"Eckl, Bastian",F,Y,"Drummondville, Voltigeurs",2000-08-27,46,3,7,8,18,10,0.02,0.02,59,1734,0.05,0.03
2017-18 | Regular Season,"Dajcar, Tomas",D,Y,"Québec, Remparts",2000-02-02,42,2,1,2,5,3,0.01,0.01,32,1734,0.06,0.02
2017-18 | Regular Season,"Shestopalov, Mikhail",F,Y,"Gatineau, Olympiques",2000-01-25,59,6,14,5,25,20,0.05,0.05,66,1734,0.09,0.04
2017-18 | Regular Season,"Kotkov, Vladislav",F,Y,"Chicoutimi, Saguenéens",2000-01-08,61,21,22,6,49,43,0.09,0.11,175,1734,0.12,0.1
2017-18 | Regular Season,"Sokolov, Egor",F,Y,"Cape Breton, Screaming Eagles",2000-06-07,64,21,8,13,42,29,0.07,0.06,170,1734,0.12,0.1
2017-18 | Regular Season,"Ivan, Michal",D,Y,"Acadie-Bathurst, Titan",1999-11-18,48,3,6,8,17,9,0.02,0.02,40,1734,0.08,0.02
2017-18 | Regular Season,"Hladonik, Jan",F,N,"Blainville-Boisbriand, Armada",1999-08-18,56,4,10,5,19,14,0.03,0.03,82,1734,0.05,0.05
2017-18 | Regular Season,"Hrehorcak, Patrik",F,N,"Rouyn-Noranda, Huskies",1999-03-18,63,25,14,9,48,39,0.08,0.09,186,1734,0.13,0.11
2017-18 | Regular Season,"Alexandrov, Nikita",F,N,"Charlottetown, Islanders",2000-09-16,66,13,14,4,31,27,0.06,0.07,175,1734,0.07,0.1
2017-18 | Regular Season,"Safin, Ostap",F,N,"Saint John, Sea Dogs",1999-02-11,61,26,20,12,58,46,0.12,0.13,224,1734,0.12,0.13
2017-18 | Regular Season,"Roganov, Danil",D,Y,"Shawinigan, Cataractes",2000-06-28,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Anttalainen, Aleksi",D,N,"Blainville-Boisbriand, Armada",1999-03-28,61,4,7,11,22,11,0.03,0.02,87,1734,0.05,0.05
2017-18 | Regular Season,"Salda, Radim",D,N,"Saint John, Sea Dogs",1999-02-18,62,10,16,15,41,26,0.09,0.08,146,1734,0.07,0.08
2017-18 | Regular Season,"McKenna, Colton",F,N,"Moncton, Wildcats",1999-08-17,17,0,2,0,2,2,0,0,11,1734,0,0.01
2017-18 | Regular Season,"Kyte, Patrick",D,N,"Halifax, Mooseheads",1999-03-29,56,5,5,5,15,10,0.02,0.02,45,1734,0.11,0.03
2017-18 | Regular Season,"Jarry, Loïc",D,Y,"Val-d'Or, Foreurs",2000-07-08,41,1,0,1,2,1,0,0,14,1734,0.07,0.01
2017-18 | Regular Season,"Figueira, Damian",D,N,"Drummondville, Voltigeurs",1998-11-24,6,0,0,0,0,0,0,0,3,1734,0,0
2017-18 | Regular Season,"Skubel, Brandon",F,Y,"Drummondville, Voltigeurs",1999-10-02,60,11,6,9,26,17,0.04,0.03,79,1734,0.14,0.05
2017-18 | Regular Season,"Pataki, Brady",F,N,"Moncton, Wildcats",1998-10-03,47,8,6,1,15,14,0.02,0.03,85,1734,0.09,0.05
2017-18 | Regular Season,"Ouellet, Nathan",F,Y,"Rimouski, Océanic",2000-05-25,41,1,0,3,4,1,0.01,0,28,1734,0.04,0.02
2017-18 | Regular Season,"Vaysberg, David",F,N,"Shawinigan, Cataractes",2000-12-15,8,0,1,0,1,1,0,0,0,1734,,0
2017-18 | Regular Season,"Clavelle, Brendon",D,N,"Charlottetown, Islanders",1999-09-10,56,0,4,3,7,4,0.01,0.01,78,1734,0,0.04
2017-18 | Regular Season,"MacRae, Riley",F,N,"Moncton, Wildcats",1998-03-28,22,1,0,2,3,1,0,0,20,1734,0.05,0.01
2017-18 | Regular Season,"Tucker, Jack",D,Y,"Moncton, Wildcats",2000-05-26,53,2,2,2,6,4,0.01,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Kreutzer, Gregory",D,Y,"Drummondville, Voltigeurs",2000-05-24,53,1,6,2,9,7,0.01,0.01,37,1734,0.03,0.02
2017-18 | Regular Season,"Bowman, Parker",F,N,"Rimouski, Océanic",1999-07-09,58,2,4,4,10,6,0.02,0.01,46,1734,0.04,0.03
2017-18 | Regular Season,"Paré, Mathieu",D,N,"Shawinigan, Cataractes",2000-10-03,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Hungerbuhler, Tyler",D,Y,"Saint John, Sea Dogs",2000-03-02,24,0,1,0,1,1,0,0,10,1734,0,0.01
2017-18 | Regular Season,"Gursoy, Kevin",F,N,"Saint John, Sea Dogs",1999-08-04,60,11,4,3,18,15,0.04,0.04,86,1734,0.13,0.05
2017-18 | Regular Season,"Duchesne, Samuel",D,N,"Chicoutimi, Saguenéens",1999-05-29,37,0,1,0,1,1,0,0,37,1734,0,0.02
2017-18 | Regular Season,"Ton, Cayse",F,N,"Charlottetown, Islanders",1999-07-28,60,5,1,1,7,6,0.01,0.02,49,1734,0.1,0.03
2017-18 | Regular Season,"Allison, Jaimen",D,Y,"Charlottetown, Islanders",1999-11-01,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Egan, Taylor",D,N,"Charlottetown, Islanders",1998-06-09,50,4,4,2,10,8,0.02,0.02,44,1734,0.09,0.03
2017-18 | Regular Season,"Dunda, Liam",F,N,"Moncton, Wildcats",1997-09-15,33,4,5,4,13,9,0.02,0.02,56,1734,0.07,0.03
2017-18 | Regular Season,"Berube, Marcel",F,Y,"Charlottetown, Islanders",1999-12-14,31,1,3,1,5,4,0.01,0.01,17,1734,0.06,0.01
2017-18 | Regular Season,"West, Kyle",F,N,"Charlottetown, Islanders",1998-03-28,5,0,0,0,0,0,0,0,3,1734,0,0
2017-18 | Regular Season,"Hanna, Quinn",D,N,"Blainville-Boisbriand, Armada",1999-04-14,32,2,1,1,4,3,0.01,0.01,43,1734,0.05,0.02
2017-18 | Regular Season,"Burt, Robbie",F,N,"Saint John, Sea Dogs",1999-05-29,55,14,4,8,26,18,0.06,0.05,103,1734,0.14,0.06
2017-18 | Regular Season,"Deakin-Poot, Nicholas",F,N,"Saint John, Sea Dogs",1999-01-28,18,2,3,1,6,5,0.01,0.01,15,1734,0.13,0.01
2017-18 | Regular Season,"Finoro, Giordano",F,N,"Gatineau, Olympiques",1998-05-17,57,16,16,7,39,32,0.07,0.08,85,1734,0.19,0.05
2017-18 | Regular Season,"Seitz, Dylan",F,N,"Moncton, Wildcats",1999-01-15,57,17,9,5,31,26,0.05,0.06,95,1734,0.18,0.05
2017-18 | Regular Season,"Sparkes, Sullivan",F,N,"Charlottetown, Islanders",1999-05-04,60,14,10,5,29,24,0.05,0.06,99,1734,0.14,0.06
2017-18 | Regular Season,"Stevens, Liam",F,N,"Chicoutimi, Saguenéens",1999-04-23,61,10,2,5,17,12,0.03,0.03,90,1734,0.11,0.05
2017-18 | Regular Season,"Johnson, Kolby",F,N,"Sherbrooke, Phoenix",1998-05-12,41,1,1,0,2,2,0,0,37,1734,0.03,0.02
2017-18 | Regular Season,"Kirwan, Luke",F,N,"Baie-Comeau, Drakkar",1997-09-23,47,21,7,9,37,28,0.06,0.07,160,1734,0.13,0.09
2017-18 | Regular Season,"Smith, Ryan",F,N,"Chicoutimi, Saguenéens",1999-06-04,54,5,3,5,13,8,0.02,0.02,67,1734,0.07,0.04
2017-18 | Regular Season,"Auger, Kyle",D,N,"Moncton, Wildcats",1999-01-02,13,1,1,0,2,2,0,0,18,1734,0.06,0.01
2017-18 | Regular Season,"O'Reilly, Brendan",D,N,"Saint John, Sea Dogs",1997-05-15,31,1,1,3,5,2,0.01,0.01,28,1734,0.04,0.02
2017-18 | Regular Season,"Peyton, Liam",F,Y,"Charlottetown, Islanders",2000-03-30,38,1,3,1,5,4,0.01,0.01,39,1734,0.03,0.02
2017-18 | Regular Season,"Anderson, Joshua",D,N,"Rimouski, Océanic",1999-06-14,19,0,0,2,2,0,0,0,12,1734,0,0.01
2017-18 | Regular Season,"Sandilands, Roddie",D,N,"Shawinigan, Cataractes",1999-06-14,25,0,4,0,4,4,0.01,0.01,18,1734,0,0.01
2017-18 | Regular Season,"Templeton, Stephen",D,N,"Chicoutimi, Saguenéens",1997-01-26,29,1,4,2,7,5,0.01,0.01,27,1734,0.04,0.02
2017-18 | Regular Season,"Martin, Calvin",F,Y,"Val-d'Or, Foreurs",1999-09-16,28,2,2,1,5,4,0.01,0.01,31,1734,0.06,0.02
